mal_id,title,title_english,title_japanese,type,episodes,status,score,rank,popularity,members,favorites,synopsis,genres,themes,demographics,studios,year,url
47,Akira,Akira,AKIRA（アキラ）,Movie,1.0,Finished Airing,8.16,455.0,209,916153,14466,"Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns.""

During one of these battles, Shoutarou's best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees.

[Written by MAL Rewrite]","Action, Horror, Sci-Fi","Gore, Military, Super Power",Seinen,Tokyo Movie Shinsha,,https://myanimelist.net/anime/47/Akira
48,.hack//Sign,.hack//Sign,.hack//SIGN,TV,26.0,Finished Airing,6.94,4678.0,1374,189779,1440,"A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, the Crimson Knights suspects him of being a hacker, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way.

As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a ""guardian,"" which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand.

[Written by MAL Rewrite]","Adventure, Fantasy, Mystery",Video Game,,Bee Train,2002.0,https://myanimelist.net/anime/48/hack__Sign
49,Aa! Megami-sama!,Oh! My Goddess,ああっ女神さまっ,OVA,5.0,Finished Airing,7.28,2975.0,3164,56767,262,"When college student Keiichi Morisato dials the wrong number while ordering for some food at his dormitory, he accidentally gets connected to the Goddess Hotline and a beautiful goddess named Belldandy appears out of a mirror in front of him. After getting kicked out of the dorm, Keiichi and Belldandy move to an old shrine and soon afterwards, Belldandy's sisters Urd and Skuld move in.","Comedy, Romance, Supernatural",,Seinen,AIC,,https://myanimelist.net/anime/49/Aa_Megami-sama
50,Aa! Megami-sama! (TV),Ah! My Goddess,ああっ女神さまっ,TV,24.0,Finished Airing,7.31,2818.0,1558,166086,1154,"In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted.

Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance.

[Written by MAL Rewrite]","Comedy, Romance, Supernatural",,Seinen,AIC,2005.0,https://myanimelist.net/anime/50/Aa_Megami-sama_TV
51,Tenshi Kinryouku,Angel Sanctuary,天使禁猟区,OVA,3.0,Finished Airing,6.24,8721.0,3350,51331,187,"Setsuna Mudo is a 16-year-old high school student just trying to get by without running afoul of his bullying seniors. It doesn't help that he's in love with his younger sister, Sara, who only sees him once a month. But there's more to his life than just keeping his head down.

Setsuna is ambushed by mysterious beings, angels, and demons, all professing to know his true destiny. The angels say he is the reincarnation of their leader Alexiel, while the demons claim he led them to war against God himself.

As Setsuna struggles with his identity in such strange times, the eternal conflict between Heaven and Hell threatens to reignite. Will he be prepared when it does?","Action, Drama, Romance, Supernatural",Reincarnation,Shoujo,HAL Film Maker,,https://myanimelist.net/anime/51/Tenshi_Kinryouku
52,Kidou Tenshi Angelic Layer,Battle Doll Angelic Layer,機動天使エンジェリックレイヤー,TV,26.0,Finished Airing,7.26,3104.0,3045,61206,322,"12-year-old Misaki Suzuhara has just gotten involved in Angelic Layer, a battling game using electronic dolls called angels. Even as a newbie, Misaki shows advanced skills as she meets new friends and enters Angelic Layer tournaments to fight the greatest Angelic Layer champions of the nation.","Award Winning, Comedy, Drama, Sci-Fi",Strategy Game,Shounen,Bones,2001.0,https://myanimelist.net/anime/52/Kidou_Tenshi_Angelic_Layer
53,Ai Yori Aoshi,Ai Yori Aoshi,藍より青し,TV,24.0,Finished Airing,7.1,3967.0,2072,114858,475,"Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kaoru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place.","Comedy, Drama, Romance",Harem,Seinen,J.C.Staff,2002.0,https://myanimelist.net/anime/53/Ai_Yori_Aoshi
54,Appleseed (Movie),,アップルシード,Movie,1.0,Finished Airing,7.05,4186.0,2678,76550,187,"Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans). On the surface, everything is harmonious, but tensions lurk. Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity. 

(Source: ANN)","Action, Sci-Fi","Mecha, Military",,Digital Frontier,,https://myanimelist.net/anime/54/Appleseed_Movie
55,Arc the Lad,,アークザラッド,TV,26.0,Finished Airing,6.49,7241.0,5493,17627,14,"The story follows Elk, a bounty hunter in some strange futuristic world. On this world archaic but advanced technology exists side by side with primitive attitudes, beasts and magic. In other words it's got a bit of everything. It also has an evil conspiracy who are able to produce powerful monsters called chimera, who can also appear as human. Naturally it is not long before Elk has rescued a young female beast-master and gained himself some serious enemies. 

(Source: ANN)","Action, Adventure, Fantasy, Horror, Sci-Fi",,,Bee Train,1999.0,https://myanimelist.net/anime/55/Arc_the_Lad
56,Avenger,,アヴェンジャー,TV,13.0,Finished Airing,5.85,10828.0,5366,18787,22,"Mars has been colonized and is a world where children have been replaced by robot servants known as ""dolls."" Layla is a skilled fighter with a tragic past who travels about the world. Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder. The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed.","Adventure, Fantasy, Sci-Fi",,,Bee Train,2003.0,https://myanimelist.net/anime/56/Avenger
57,Beck,Beck: Mongolian Chop Squad,ベック,TV,26.0,Finished Airing,8.29,298.0,721,361328,8870,"Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band. 

After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group's struggles and successes as they spread their fame across Japan.

[Written by MAL Rewrite]",Drama,Music,Shounen,Madhouse,2004.0,https://myanimelist.net/anime/57/Beck
58,Blue Gender,Blue Gender,BLUE GENDER,TV,26.0,Finished Airing,7.01,4413.0,2487,86236,446,"Blue Gender takes place in the not too distant future in a world where things have gone terribly wrong for humanity. Humans have been replaced at the top of the food chain by the Blue, a race of bug-like aliens that have colonized Earth and pushed humans aside. A space station, Second Earth, has been constructed as a safe haven for humans, with the hope of one day reclaiming the Earth once more.

Yuji Kaido was cryogenically frozen, having been suffering from a disease known as B-Cells. Once awakened, he joins a team of soldiers that have come to Earth to extract him. Unfortunately, nothing goes according to plan as they make their way back to Second Earth.

Yuji will have to deal with the horrors of fighting a bloody war as he and the fighters from Second Earth look to survive. Will they be able to win back Earth without losing their humanity?","Action, Adventure, Drama, Horror, Sci-Fi","Gore, Mecha, Military, Space, Survival",,AIC,1999.0,https://myanimelist.net/anime/58/Blue_Gender
