mal_id,title,combined_features,url
1787,Viper GTS,"hentai mythology studio_g-1neo unknown ova carrera is a female demon whose job is to create a wish granting contract with a human being in exchange for their soul. along with her partners/rivals mercedes and rati, they carry out this job for the benefit of the demon world. when carrera is summoned by the nerdy ogawa, she finds him to be more interesting than her previous clients and develops a crush. mercedes tries to get involved with ogawa also to compete with carrera. however, the female angels are upset by this disturbance and are willing to purify the demons with their precious ""holy water"" to save ogawa's soul.

(source: ann)",https://myanimelist.net/anime/1787/Viper_GTS
1788,Yuuguu Settai: Kotou no Gokuraku e Youkoso,"hentai unknown shinkuukan unknown ova riku ohmi can fool every girl some of the time, he can fool some girls all of the time, and he can fool all the girls into his bed at the same time. riku was asked to help with the girl's swim team's summer training when he finds some dirty videos of the girls, yoshino, nagisa, and matsuri. not content to stick with the videos, he uses them as a leverage to score some real action.

(source: ann)",https://myanimelist.net/anime/1788/Yuuguu_Settai__Kotou_no_Gokuraku_e_Youkoso
1789,Argento Soma: Hitori to Hitori,"action__sci-fi mecha sunrise unknown special the pilot sue harris goes to a mission on a frozen country, there she suffers an accident on the mountains and her life is in severe danger. trying to survive on the harsh enviroment, she encounters an alien and engages in combat with it. the two beings will use all means possible to escape of that dead trap alive.",https://myanimelist.net/anime/1789/Argento_Soma__Hitori_to_Hitori
1790,Tactical Roar: Mercurius no Kyuujitsu,action__comedy__romance__sci-fi__ecchi military unknown unknown special dvd special.,https://myanimelist.net/anime/1790/Tactical_Roar__Mercurius_no_Kyuujitsu
1791,Ai Doll,"drama__hentai unknown y.o.u.c unknown ova the story of young rachel is a sad one. orphaned as a small child, abused by a jealous rival, and the object of lust by those who are supposed to be caretakers, she still tries to maintain a positive attitude about her future. aided by her only friend beth, her budding romance with prince andrew falls under jeopardy when a distant relative whisks her away for purposes unknown.

(source: ann)",https://myanimelist.net/anime/1791/Ai_Doll
1792,Overman King Gainer,"action__adventure__sci-fi mecha sunrise unknown tv sometime in the distant future, mankind is forced to live in domed cities while the rest of the world is left to recover from years of environmental hardships. in the siberian dome-polis, professional gamer gainer sanga and mercenary gain bijou commandeer an overman and lead a mass exodus out of the city.

(source: ann)",https://myanimelist.net/anime/1792/Overman_King_Gainer
1793,Kaze no Na wa Amnesia,"action__avant_garde__drama__sci-fi unknown madhouse unknown movie two years ago, a mysterious wind swept over the earth without warning, taking everyone's memories with it. not knowing their names or even how to speak, cars crashed, planes dropped from the sky, and society crumbled in an instant. one young man happens to wander into a military testing facility, where he meets johnny, a young boy who underwent experimental memory enhancement treatment and could, therefore, still remember who he was. johnny names the young man wataru and teaches him everything that he can before his frail body fails him.

wataru sets out on a journey to see if he can find other people like him, and in san francisco, he meets a mysterious silver-haired woman named sophia, who refuses to speak about her past. sophia says that she is heading to new york, and decides to travel together with wataru. as the pair make their way across america, they learn about what has happened to the rest of society, and what the essence of humanity really is.

[written by mal rewrite]",https://myanimelist.net/anime/1793/Kaze_no_Na_wa_Amnesia
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,"action__adventure__comedy__sci-fi unknown sunrise unknown ova the dirty pair are traveling to the planet of ookbar in search of a missing girl. kei and yuri have traced missinie to the forest of nolandia, but their investigations have stalled thanks to the less-than-helpful chief of security. but the dirty pair have never let a little bureaucracy stand in their way.

(source: anidb)",https://myanimelist.net/anime/1794/Dirty_Pair_no_Ooshoubu__Nolandia_no_Nazo
1795,Dirty Pair: Bouryaku no 005-bin,"action__adventure__comedy__sci-fi unknown sunrise unknown ova it's chief gooley's worst nightmare come true. the lovely angels are back on the job, but this time the 3wa's central computer has assigned them two cases at the same time: investigate a space liner explosion in which three hundred people died, but no one`s come forward to claim any insurance money; and find a missing scientist and his family.

could the two cases be connected? only the central computer knows and it's not talking. so it's up the dirty pair to get down and dirty and solve the puzzle before time runs out for a grieving grandfather, his family and the universe!

(source: anidb)",https://myanimelist.net/anime/1795/Dirty_Pair__Bouryaku_no_005-bin
1796,Dirty Pair: The Movie,"action__adventure__comedy__sci-fi unknown sunrise unknown movie agerna is a planet rich in vizorium, the one mineral necessary to space travel. so when a series of mysterious attacks on mining operations has the governments of the world pointing fingers and blaming each other, the world welfare &amp; works association naturally sends in their top agents to investigate. but are the lovely angels up to the task of stopping a mad scientist bent on taking a long dormant alien race to its final evolutionary form? throw in a thief who's hunting a bottle of world war ii-vintage wine and it's a safe bet that nobody on the planet is safe. it's more chaos, more mayhem and even more destruction than ever before as the dirty pair take on their wildest case yet!

(source: anidb)",https://myanimelist.net/anime/1796/Dirty_Pair__The_Movie
1797,Animation Seisaku Shinkou Kuromi-chan,"comedy__drama adult_cast__otaku_culture__parody yumeta_company unknown ova having just graduated from animation school, mikiko oguro eagerly arrives at studio petit for her first day of work. however, an unfortunate situation suddenly paves the way for the novice animator to become the production manager of time journeys: an upcoming tv anime with a tight production schedule. struggling to pull various creatives together to keep the series on track for broadcasting, mikiko quickly learns how stressful anime production can be and gets some first-hand experience with the herculean efforts it takes to create a work that can touch viewers' hearts.

[written by mal rewrite]",https://myanimelist.net/anime/1797/Animation_Seisaku_Shinkou_Kuromi-chan
1798,Animation Seisaku Shinkou Kuromi-chan 2,"comedy__drama otaku_culture__parody yumeta_company unknown ova after rookie producer mikiko oguro manages to guide her team through the production of the anime time journeys, the president of studio petit announces that the studio will be producing three different shows for the upcoming season. with mikiko barely able to hold the tiny team together, the president calls in a veteran producer to ease the burden on her shoulders. however, when the new producer starts cutting corners in order to meet the strict deadlines, the team becomes jaded and wonder if they are working on a production they can truly be proud of.

[written by mal rewrite]",https://myanimelist.net/anime/1798/Animation_Seisaku_Shinkou_Kuromi-chan_2
